Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Root","pre_cpp_init","pre_cpp_init",1,0.27,0.00,0.02,0.00,"ConsoleApplication2.exe",
"Caller","pre_cpp_init","__tmainCRTStartup",1,0.27,0.00,0.02,0.00,"ConsoleApplication2.exe",
"Callee","pre_cpp_init","__getmainargs",1,0.23,0.23,0.02,0.02,"MSVCR120D.dll",
"Callee","pre_cpp_init","atexit",1,0.04,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","RtlDecodePointer","RtlDecodePointer",4,0.01,0.01,0.00,0.00,"ntdll.dll",
"Caller","RtlDecodePointer","_onexit",4,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Root","RtlEncodePointer","RtlEncodePointer",1,0.02,0.02,0.00,0.00,"ntdll.dll",
"Caller","RtlEncodePointer","pre_c_init",1,0.02,0.02,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::_Generic_error_category::_Generic_error_category","std::_Generic_error_category::_Generic_error_category",3,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Generic_error_category::_Generic_error_category","`dynamic initializer for 'std::_Error_objects<int>::_Generic_object''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Generic_error_category::_Generic_error_category","std::_Iostream_error_category::_Iostream_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Generic_error_category::_Generic_error_category","std::_System_error_category::_System_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Generic_error_category::_Generic_error_category","_RTC_CheckEsp",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Generic_error_category::_Generic_error_category","std::error_category::error_category",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::_Generic_error_category::~_Generic_error_category","std::_Generic_error_category::~_Generic_error_category",3,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Generic_error_category::~_Generic_error_category","`dynamic atexit destructor for 'std::_Error_objects<int>::_Generic_object''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Generic_error_category::~_Generic_error_category","std::_Iostream_error_category::~_Iostream_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Generic_error_category::~_Generic_error_category","std::_System_error_category::~_System_error_category",1,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Generic_error_category::~_Generic_error_category","_RTC_CheckEsp",3,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Generic_error_category::~_Generic_error_category","std::error_category::~error_category",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::_Iostream_error_category::_Iostream_error_category","std::_Iostream_error_category::_Iostream_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Iostream_error_category::_Iostream_error_category","`dynamic initializer for 'std::_Error_objects<int>::_Iostream_object''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Iostream_error_category::_Iostream_error_category","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Iostream_error_category::_Iostream_error_category","std::_Generic_error_category::_Generic_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::_Iostream_error_category::~_Iostream_error_category","std::_Iostream_error_category::~_Iostream_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_Iostream_error_category::~_Iostream_error_category","`dynamic atexit destructor for 'std::_Error_objects<int>::_Iostream_object''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Iostream_error_category::~_Iostream_error_category","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_Iostream_error_category::~_Iostream_error_category","std::_Generic_error_category::~_Generic_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::_System_error_category::_System_error_category","std::_System_error_category::_System_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_System_error_category::_System_error_category","`dynamic initializer for 'std::_Error_objects<int>::_System_object''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_System_error_category::_System_error_category","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_System_error_category::_System_error_category","std::_Generic_error_category::_Generic_error_category",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::_System_error_category::~_System_error_category","std::_System_error_category::~_System_error_category",1,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::_System_error_category::~_System_error_category","`dynamic atexit destructor for 'std::_Error_objects<int>::_System_object''",1,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_System_error_category::~_System_error_category","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::_System_error_category::~_System_error_category","std::_Generic_error_category::~_Generic_error_category",1,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::`dynamic initializer for 'allocator_arg''","std::`dynamic initializer for 'allocator_arg''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::`dynamic initializer for 'allocator_arg''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::`dynamic initializer for 'piecewise_construct''","std::`dynamic initializer for 'piecewise_construct''",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::`dynamic initializer for 'piecewise_construct''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base",54,0.17,0.06,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry",54,0.17,0.06,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base","?rdbuf@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEPAV?$basic_streambuf@DU?$char_traits@D@std@@@2@XZ",108,0.06,0.06,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base","[MSVCP120D.dll]",54,0.05,0.05,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base","_RTC_CheckEsp",216,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base",54,0.22,0.08,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry",54,0.22,0.08,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base","?rdbuf@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEPAV?$basic_streambuf@DU?$char_traits@D@std@@@2@XZ",108,0.06,0.06,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base","[MSVCP120D.dll]",54,0.07,0.07,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base","_RTC_CheckEsp",216,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry",54,0.72,0.15,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","std::operator<<<std::char_traits<char> >",10,0.16,0.02,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","std::operator<<<std::char_traits<char> >",44,0.56,0.13,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ",54,0.12,0.12,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","?uncaught_exception@std@@YA_NXZ",54,0.22,0.22,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","_RTC_CheckEsp",162,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base",54,0.22,0.08,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::basic_ostream<char,std::char_traits<char> >::sentry::operator bool","std::basic_ostream<char,std::char_traits<char> >::sentry::operator bool",54,0.02,0.02,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::sentry::operator bool","std::operator<<<std::char_traits<char> >",10,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::sentry::operator bool","std::operator<<<std::char_traits<char> >",44,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry",54,0.50,0.21,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","std::operator<<<std::char_traits<char> >",10,0.15,0.08,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","std::operator<<<std::char_traits<char> >",44,0.35,0.13,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","?good@ios_base@std@@QBE_NXZ",108,0.07,0.07,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","?tie@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEPAV?$basic_ostream@DU?$char_traits@D@std@@@2@XZ",54,0.04,0.04,0.00,0.00,"MSVCP120D.dll",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","_RTC_CheckEsp",216,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry","std::basic_ostream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base",54,0.17,0.06,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::char_traits<char>::eof","std::char_traits<char>::eof",44,0.05,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::char_traits<char>::eof","std::operator<<<std::char_traits<char> >",44,0.05,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::char_traits<char>::eq_int_type","std::char_traits<char>::eq_int_type",44,0.05,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::char_traits<char>::eq_int_type","std::operator<<<std::char_traits<char> >",44,0.05,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::char_traits<char>::length","std::char_traits<char>::length",10,0.03,0.03,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::char_traits<char>::length","std::operator<<<std::char_traits<char> >",10,0.03,0.03,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::char_traits<char>::length","_RTC_CheckEsp",10,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::endl<char,std::char_traits<char> >","std::endl<char,std::char_traits<char> >",20,6.77,0.04,0.03,0.00,"ConsoleApplication2.exe",
"Caller","std::endl<char,std::char_traits<char> >","??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z",20,6.77,0.04,0.03,0.00,"MSVCP120D.dll",
"Callee","std::endl<char,std::char_traits<char> >","?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@XZ",20,0.23,0.23,0.00,0.00,"MSVCP120D.dll",
"Callee","std::endl<char,std::char_traits<char> >","?put@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@D@Z",20,6.27,6.27,0.03,0.03,"MSVCP120D.dll",
"Callee","std::endl<char,std::char_traits<char> >","?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEDD@Z",20,0.21,0.21,0.00,0.00,"MSVCP120D.dll",
"Callee","std::endl<char,std::char_traits<char> >","_RTC_CheckEsp",80,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::error_category::~error_category","std::error_category::~error_category",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::error_category::~error_category","std::_Generic_error_category::~_Generic_error_category",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::error_category::error_category","std::error_category::error_category",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","std::error_category::error_category","std::_Generic_error_category::_Generic_error_category",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::operator<<<std::char_traits<char> >","std::operator<<<std::char_traits<char> >",10,66.10,0.08,0.53,0.00,"ConsoleApplication2.exe",
"Caller","std::operator<<<std::char_traits<char> >","main",10,66.10,0.08,0.53,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","?flags@ios_base@std@@QBEHXZ",10,0.01,0.01,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?rdbuf@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEPAV?$basic_streambuf@DU?$char_traits@D@std@@@2@XZ",10,0.01,0.01,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",10,0.03,0.03,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAE_JPBD_J@Z",10,65.60,65.60,0.52,0.52,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?width@ios_base@std@@QAE_J_J@Z",10,0.01,0.01,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?width@ios_base@std@@QBE_JXZ",10,0.01,0.01,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","_RTC_CheckEsp",70,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","_RTC_CheckStackVars",10,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry",10,0.16,0.02,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::basic_ostream<char,std::char_traits<char> >::sentry::operator bool",10,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry",10,0.15,0.08,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::char_traits<char>::length",10,0.03,0.03,0.00,0.00,"ConsoleApplication2.exe",
"Root","std::operator<<<std::char_traits<char> >","std::operator<<<std::char_traits<char> >",44,23.25,0.39,0.04,0.00,"ConsoleApplication2.exe",
"Caller","std::operator<<<std::char_traits<char> >","String_Buffer::print",44,23.25,0.39,0.04,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","?flags@ios_base@std@@QBEHXZ",44,0.04,0.04,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?rdbuf@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEPAV?$basic_streambuf@DU?$char_traits@D@std@@@2@XZ",44,0.02,0.02,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",44,0.05,0.05,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHD@Z",44,21.55,21.55,0.04,0.04,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?width@ios_base@std@@QAE_J_J@Z",44,0.04,0.04,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","?width@ios_base@std@@QBE_JXZ",44,0.03,0.03,0.00,0.00,"MSVCP120D.dll",
"Callee","std::operator<<<std::char_traits<char> >","_RTC_CheckEsp",308,0.11,0.11,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","_RTC_CheckStackVars",44,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::basic_ostream<char,std::char_traits<char> >::sentry::~sentry",44,0.56,0.13,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::basic_ostream<char,std::char_traits<char> >::sentry::operator bool",44,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::basic_ostream<char,std::char_traits<char> >::sentry::sentry",44,0.35,0.13,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::char_traits<char>::eof",44,0.05,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Callee","std::operator<<<std::char_traits<char> >","std::char_traits<char>::eq_int_type",44,0.05,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Root","String::~String","String::~String",2,0.12,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String::~String","main",2,0.12,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::~String","_RTC_CheckEsp",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::~String","String_Buffer::`scalar deleting destructor'",2,0.11,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::~String","String_Buffer::get_references",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::~String","String_Buffer::remove_reference",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","String::append","String::append",7,0.27,0.04,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String::append","main",7,0.27,0.04,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::append","_RTC_CheckEsp",7,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::append","String_Buffer::append",7,0.07,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::append","String_Buffer::get_references",7,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::append","String_Buffer::remove_reference",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::append","String_Buffer::String_Buffer",1,0.17,0.00,0.01,0.00,"ConsoleApplication2.exe",
"Root","String::print","String::print",6,23.30,0.01,0.31,0.00,"ConsoleApplication2.exe",
"Caller","String::print","main",6,23.30,0.01,0.31,0.00,"ConsoleApplication2.exe",
"Callee","String::print","_RTC_CheckEsp",6,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::print","String_Buffer::print",6,23.29,0.04,0.31,0.00,"ConsoleApplication2.exe",
"Root","String::String","String::String",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String::String","main",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::String","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::String","String_Buffer::add_reference",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","String::String","String::String",1,0.16,0.03,0.01,0.00,"ConsoleApplication2.exe",
"Caller","String::String","main",1,0.16,0.03,0.01,0.00,"ConsoleApplication2.exe",
"Callee","String::String","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String::String","String_Buffer::String_Buffer",1,0.13,0.13,0.01,0.01,"ConsoleApplication2.exe",
"Root","String_Buffer::`scalar deleting destructor'","String_Buffer::`scalar deleting destructor'",2,0.11,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::`scalar deleting destructor'","String::~String",2,0.11,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::`scalar deleting destructor'","_RTC_CheckEsp",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::`scalar deleting destructor'","String_Buffer::~String_Buffer",2,0.10,0.10,0.00,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::~String_Buffer","String_Buffer::~String_Buffer",2,0.10,0.10,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::~String_Buffer","String_Buffer::`scalar deleting destructor'",2,0.10,0.10,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::~String_Buffer","_RTC_CheckEsp",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::add_reference","String_Buffer::add_reference",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::add_reference","String::String",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::allocate","String_Buffer::allocate",2,0.17,0.01,0.01,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::allocate","String_Buffer::String_Buffer",1,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::allocate","String_Buffer::String_Buffer",1,0.16,0.00,0.01,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::allocate","_RTC_CheckEsp",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::allocate","operator new[]",2,0.16,0.16,0.01,0.01,"ConsoleApplication2.exe",
"Root","String_Buffer::append","String_Buffer::append",7,0.07,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::append","String::append",7,0.07,0.05,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::append","_RTC_CheckEsp",7,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::append","operator new[]",7,0.01,0.01,0.00,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::get_references","String_Buffer::get_references",9,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::get_references","String::~String",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::get_references","String::append",7,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::print","String_Buffer::print",6,23.29,0.04,0.31,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::print","String::print",6,23.29,0.04,0.31,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::print","_RTC_CheckEsp",6,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::print","std::operator<<<std::char_traits<char> >",44,23.25,0.39,0.04,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::remove_reference","String_Buffer::remove_reference",3,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::remove_reference","String::~String",2,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::remove_reference","String::append",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::String_Buffer","String_Buffer::String_Buffer",1,0.17,0.00,0.01,0.00,"ConsoleApplication2.exe",
"Caller","String_Buffer::String_Buffer","String::append",1,0.17,0.00,0.01,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::String_Buffer","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::String_Buffer","String_Buffer::allocate",1,0.16,0.00,0.01,0.00,"ConsoleApplication2.exe",
"Root","String_Buffer::String_Buffer","String_Buffer::String_Buffer",1,0.13,0.13,0.01,0.01,"ConsoleApplication2.exe",
"Caller","String_Buffer::String_Buffer","String::String",1,0.13,0.13,0.01,0.01,"ConsoleApplication2.exe",
"Callee","String_Buffer::String_Buffer","_RTC_CheckEsp",1,0.00,0.00,0.00,0.00,"ConsoleApplication2.exe",
"Callee","String_Buffer::String_Buffer","String_Buffer::allocate",1,0.01,0.00,0.00,0.00,"ConsoleApplication2.exe",
